Specialty,Division,Success_Count,Success_Count_History,Success_Count_Diff,Base_Score,Base_Score_History,Base_Score_Diff,Avg_Score,Avg_Score_History,Avg_Score_Diff,Top_5_Destination_Regions,Top_5_Competitive_Regions,National_Points_Range,National_Points_Range_History,National_Points_Range_Diff,Special_Category_Rate,Special_Category_Rate_History,Special_Category_Rate_Diff,Active_Regions_Rate,Active_Regions_Rate_History,Active_Regions_Rate_Diff,Leaving_Count,Leaving_Count_History,Leaving_Count_Diff,Top_5_Targeting_1st,Avg_Score_Applicants,Avg_Score_Applicants_History,Avg_Score_Applicants_Diff,Average_Preference_Count,Average_Preference_Count_History,Average_Preference_Count_Diff,Points_Entrance_Gap,Points_Entrance_Gap_History,Points_Entrance_Gap_Diff,Odds_of_Transfer,Odds_of_Transfer_History,Odds_of_Transfer_Diff,Waiting_List_Absolute,Waiting_List_Absolute_History,Waiting_List_Absolute_Diff
ΠΕ60,Πρωτοβάθμια Γενικής,418,"{""2022"": 219, ""2023"": 455, ""2024"": 329, ""2025"": 810, ""2026"": 418}",-392.0,20.06,"{""2022"": 58.96, ""2023"": 24.12, ""2024"": 12.82, ""2025"": 18.8, ""2026"": 20.06}",1.26,92.2,"{""2022"": 104.5, ""2023"": 95.51, ""2024"": 84.11, ""2025"": 83.61, ""2026"": 92.2}",8.59,"{""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 38, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 36, ""Α' ΑΘΗΝΑΣ"": 27, ""Β' ΑΘΗΝΑΣ"": 25, ""Δ' ΑΘΗΝΑΣ"": 19}","{""ΦΩΚΙΔΑΣ"": 209.98, ""ΙΩΑΝΝΙΝΩΝ"": 157.66, ""ΛΑΡΙΣΑΣ"": 134.43, ""Α' ΕΒΡΟΥ"": 124.11, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 120.53}",189.92,"{""2022"": 76.98, ""2023"": 209.29, ""2024"": 190.55, ""2025"": 160.92, ""2026"": 189.92}",29.0,9.09,"{""2022"": 0.0, ""2023"": 6.59, ""2024"": 8.81, ""2025"": 3.09, ""2026"": 9.09}",6.0,70.51,"{""2022"": 51.28, ""2023"": 79.49, ""2024"": 73.08, ""2025"": 88.46, ""2026"": 70.51}",-17.95,861,"{""2024"": 1292, ""2025"": 1317, ""2026"": 861}",-456.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 149, ""ΙΩΑΝΝΙΝΩΝ"": 81, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 77, ""ΛΑΡΙΣΑΣ"": 65, ""ΠΙΕΡΙΑΣ"": 27}",84.76,"{""2024"": 77.73, ""2025"": 79.0, ""2026"": 84.76}",5.76,1.82,"{""2024"": 2.12, ""2025"": 2.08, ""2026"": 1.82}",-0.26,7.44,"{""2024"": 6.38, ""2025"": 4.61, ""2026"": 7.44}",2.83,48.55,"{""2024"": 25.46, ""2025"": 61.5, ""2026"": 48.55}",-12.95,443,"{""2024"": 963, ""2025"": 507, ""2026"": 443}",-64.0
ΠΕ61,Πρωτοβάθμια Γενικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ70,Πρωτοβάθμια Γενικής,1679,"{""2022"": 612, ""2023"": 1615, ""2024"": 1680, ""2025"": 1347, ""2026"": 1679}",332.0,17.41,"{""2022"": 50.63, ""2023"": 18.21, ""2024"": 14.74, ""2025"": 11.91, ""2026"": 17.41}",5.5,72.12,"{""2022"": 111.27, ""2023"": 85.13, ""2024"": 69.44, ""2025"": 77.07, ""2026"": 72.12}",-4.95,"{""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 168, ""Α' ΑΘΗΝΑΣ"": 126, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 109, ""Β' ΑΘΗΝΑΣ"": 84, ""Γ' ΑΘΗΝΑΣ"": 83}","{""ΦΛΩΡΙΝΑΣ"": 169.76, ""ΚΑΣΤΟΡΙΑΣ"": 161.78, ""ΙΩΑΝΝΙΝΩΝ"": 126.22, ""ΚΑΡΔΙΤΣΑΣ"": 95.71, ""Β' ΠΕΙΡΑΙΑ"": 91.11}",152.35,"{""2022"": 162.26, ""2023"": 170.12, ""2024"": 171.99, ""2025"": 152.62, ""2026"": 152.35}",-0.27,2.92,"{""2022"": 0.0, ""2023"": 2.6, ""2024"": 2.62, ""2025"": 2.15, ""2026"": 2.92}",0.77,92.31,"{""2022"": 74.36, ""2023"": 84.62, ""2024"": 91.03, ""2025"": 91.03, ""2026"": 92.31}",1.28,2518,"{""2024"": 2640, ""2025"": 2388, ""2026"": 2518}",130.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 250, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 168, ""ΙΩΑΝΝΙΝΩΝ"": 153, ""ΛΑΡΙΣΑΣ"": 125, ""Α' ΑΘΗΝΑΣ"": 75}",65.9,"{""2024"": 64.7, ""2025"": 66.85, ""2026"": 65.9}",-0.95,2.21,"{""2024"": 2.63, ""2025"": 2.41, ""2026"": 2.21}",-0.2,6.22,"{""2024"": 4.74, ""2025"": 10.22, ""2026"": 6.22}",-4.0,66.68,"{""2024"": 63.64, ""2025"": 56.41, ""2026"": 66.68}",10.27,839,"{""2024"": 960, ""2025"": 1041, ""2026"": 839}",-202.0
ΠΕ71,Πρωτοβάθμια Γενικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 1, ""2025"": 0, ""2026"": 0}",0.0,{},50.69,"{""2024"": 50.69}",,1.0,"{""2024"": 1.0}",,,{},,0.0,"{""2024"": 0.0}",,0,"{""2024"": 1, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ79.01,Πρωτοβάθμια Γενικής,25,"{""2022"": 9, ""2023"": 84, ""2024"": 35, ""2025"": 23, ""2026"": 25}",2.0,49.53,"{""2022"": 56.16, ""2023"": 34.09, ""2024"": 25.47, ""2025"": 54.52, ""2026"": 49.53}",-4.99,87.79,"{""2022"": 99.84, ""2023"": 72.9, ""2024"": 68.4, ""2025"": 81.91, ""2026"": 87.79}",5.88,"{""Α' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 3, ""Α' ΑΘΗΝΑΣ"": 3, ""Β' ΑΘΗΝΑΣ"": 3, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2, ""Δ' ΑΘΗΝΑΣ"": 2}","{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 133.44, ""Β' ΛΕΣΒΟΥ"": 111.56, ""Α' ΚΕΡΚΥΡΑΣ"": 110.38, ""Γ' ΚΥΚΛΑΔΩΝ"": 101.81, ""ΛΑΡΙΣΑΣ"": 95.08}",83.91,"{""2022"": 55.33, ""2023"": 66.53, ""2024"": 79.66, ""2025"": 88.77, ""2026"": 83.91}",-4.86,24.0,"{""2022"": 0.0, ""2023"": 10.71, ""2024"": 5.71, ""2025"": 8.7, ""2026"": 24.0}",15.3,21.79,"{""2022"": 8.97, ""2023"": 33.33, ""2024"": 26.92, ""2025"": 21.79, ""2026"": 21.79}",0.0,61,"{""2024"": 66, ""2025"": 61, ""2026"": 61}",0.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 12, ""Α' ΜΑΓΝΗΣΙΑΣ"": 7, ""ΑΧΑΙΑΣ"": 6, ""Β' ΑΘΗΝΑΣ"": 4, ""Α' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 3}",85.78,"{""2024"": 73.82, ""2025"": 88.52, ""2026"": 85.78}",-2.74,1.33,"{""2024"": 2.02, ""2025"": 1.31, ""2026"": 1.33}",0.02,2.01,"{""2024"": -5.42, ""2025"": -6.61, ""2026"": 2.01}",8.62,40.98,"{""2024"": 53.03, ""2025"": 37.7, ""2026"": 40.98}",3.28,36,"{""2024"": 31, ""2025"": 38, ""2026"": 36}",-2.0
ΠΕ86,Πρωτοβάθμια Γενικής,19,"{""2022"": 12, ""2023"": 40, ""2024"": 146, ""2025"": 26, ""2026"": 19}",-7.0,20.44,"{""2022"": 35.16, ""2023"": 30.24, ""2024"": 44.9, ""2025"": 56.35, ""2026"": 20.44}",-35.91,73.95,"{""2022"": 90.4, ""2023"": 91.74, ""2024"": 96.82, ""2025"": 104.69, ""2026"": 73.95}",-30.74,"{""Α' ΑΘΗΝΑΣ"": 4, ""ΑΧΑΙΑΣ"": 2, ""Α' ΠΕΙΡΑΙΑ"": 2, ""Α' ΕΒΡΟΥ"": 1, ""ΦΛΩΡΙΝΑΣ"": 1}","{""ΠΡΕΒΕΖΑΣ"": 144.14, ""Α' ΜΑΓΝΗΣΙΑΣ"": 134.31, ""ΚΑΡΔΙΤΣΑΣ"": 109.96, ""Β' ΑΘΗΝΑΣ"": 109.05, ""ΦΛΩΡΙΝΑΣ"": 107.84}",123.7,"{""2022"": 101.2, ""2023"": 138.62, ""2024"": 87.23, ""2025"": 99.64, ""2026"": 123.7}",24.06,10.53,"{""2022"": 0.0, ""2023"": 5.0, ""2024"": 2.05, ""2025"": 7.69, ""2026"": 10.53}",2.84,17.95,"{""2022"": 10.26, ""2023"": 29.49, ""2024"": 48.72, ""2025"": 26.92, ""2026"": 17.95}",-8.97,170,"{""2024"": 185, ""2025"": 70, ""2026"": 170}",100.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 27, ""ΛΑΡΙΣΑΣ"": 15, ""ΙΩΑΝΝΙΝΩΝ"": 9, ""ΤΡΙΚΑΛΩΝ"": 7, ""ΚΟΖΑΝΗΣ"": 6}",72.15,"{""2024"": 92.31, ""2025"": 99.51, ""2026"": 72.15}",-27.36,2.59,"{""2024"": 2.06, ""2025"": 1.17, ""2026"": 2.59}",1.42,1.8,"{""2024"": 4.51, ""2025"": 5.18, ""2026"": 1.8}",-3.38,11.18,"{""2024"": 78.92, ""2025"": 37.14, ""2026"": 11.18}",-25.96,151,"{""2024"": 39, ""2025"": 44, ""2026"": 151}",107.0
ΠΕ91.01,Πρωτοβάθμια Γενικής,13,"{""2022"": 0, ""2023"": 10, ""2024"": 97, ""2025"": 14, ""2026"": 13}",-1.0,41.63,"{""2023"": 45.68, ""2024"": 48.13, ""2025"": 47.21, ""2026"": 41.63}",-5.58,54.92,"{""2023"": 65.94, ""2024"": 65.79, ""2025"": 73.99, ""2026"": 54.92}",-19.07,"{""Β' ΑΘΗΝΑΣ"": 7, ""ΖΑΚΥΝΘΟΥ"": 2, ""ΚΑΡΔΙΤΣΑΣ"": 1, ""Α' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 1, ""ΧΑΝΙΩΝ"": 1}","{""Β' ΑΘΗΝΑΣ"": 53.82, ""ΖΑΚΥΝΘΟΥ"": 52.9, ""ΧΑΝΙΩΝ"": 52.79, ""Α' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 50.18, ""ΚΑΡΔΙΤΣΑΣ"": 47.19}",12.19,"{""2023"": 57.42, ""2024"": 37.1, ""2025"": 50.97, ""2026"": 12.19}",-38.78,0.0,"{""2023"": 10.0, ""2024"": 1.03, ""2025"": 21.43, ""2026"": 0.0}",-21.43,7.69,"{""2022"": 0.0, ""2023"": 12.82, ""2024"": 24.36, ""2025"": 14.1, ""2026"": 7.69}",-6.41,113,"{""2024"": 100, ""2025"": 18, ""2026"": 113}",95.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 22, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 11, ""Α' ΑΘΗΝΑΣ"": 10, ""Γ' ΑΘΗΝΑΣ"": 7, ""ΗΡΑΚΛΕΙΟΥ"": 4}",54.46,"{""2024"": 59.81, ""2025"": 66.26, ""2026"": 54.46}",-11.8,2.36,"{""2024"": 2.93, ""2025"": 1.8, ""2026"": 2.36}",0.56,0.46,"{""2024"": 5.98, ""2025"": 7.73, ""2026"": 0.46}",-7.27,11.5,"{""2024"": 97.0, ""2025"": 77.78, ""2026"": 11.5}",-66.28,100,"{""2024"": 3, ""2025"": 4, ""2026"": 100}",96.0
ΠΕ91.02,Πρωτοβάθμια Γενικής,2,"{""2022"": 0, ""2023"": 1, ""2024"": 9, ""2025"": 1, ""2026"": 2}",1.0,54.1,"{""2023"": 54.8, ""2024"": 41.1, ""2025"": 55.0, ""2026"": 54.1}",-0.9,54.38,"{""2023"": 54.8, ""2024"": 53.24, ""2025"": 55.0, ""2026"": 54.38}",-0.62,"{""Β' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 1, ""Α' ΠΕΙΡΑΙΑ"": 1}","{""Α' ΠΕΙΡΑΙΑ"": 54.66, ""Β' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 54.1}",0.56,"{""2024"": 23.13, ""2026"": 0.56}",-22.57,0.0,"{""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,2.56,"{""2022"": 0.0, ""2023"": 1.28, ""2024"": 6.41, ""2025"": 1.28, ""2026"": 2.56}",1.28,18,"{""2024"": 10, ""2025"": 1, ""2026"": 18}",17.0,"{""Α' ΑΘΗΝΑΣ"": 4, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 3, ""Δ' ΑΘΗΝΑΣ"": 3, ""Β' ΑΘΗΝΑΣ"": 2, ""Γ' ΑΘΗΝΑΣ"": 1}",38.79,"{""2024"": 49.86, ""2025"": 55.0, ""2026"": 38.79}",-16.21,3.85,"{""2024"": 3.38, ""2025"": 2.0, ""2026"": 3.85}",1.85,15.59,"{""2024"": 3.38, ""2025"": 0.0, ""2026"": 15.59}",15.59,11.11,"{""2024"": 90.0, ""2025"": 100.0, ""2026"": 11.11}",-88.89,16,"{""2024"": 1, ""2025"": 0, ""2026"": 16}",16.0
ΠΕ05,Πρωτοβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ06,Πρωτοβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,2,"{""2024"": 0, ""2025"": 0, ""2026"": 2}",2.0,"{""ΙΩΑΝΝΙΝΩΝ"": 1, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1}",71.25,"{""2026"": 71.25}",,2.0,"{""2026"": 2.0}",,,{},,0.0,"{""2026"": 0.0}",,2,"{""2024"": 0, ""2025"": 0, ""2026"": 2}",2.0
ΠΕ07,Πρωτοβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ08,Πρωτοβάθμια Ειδικής,4,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 4}",4.0,16.65,"{""2026"": 16.65}",,39.58,"{""2026"": 39.58}",,"{""Α' ΑΘΗΝΑΣ"": 1, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""ΗΜΑΘΙΑΣ"": 1, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1}","{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 57.92, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 47.5, ""ΗΜΑΘΙΑΣ"": 36.25, ""Α' ΑΘΗΝΑΣ"": 16.65}",41.27,"{""2026"": 41.27}",,0.0,"{""2026"": 0.0}",,5.13,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 5.13}",5.13,7,"{""2024"": 5, ""2025"": 3, ""2026"": 7}",4.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 3, ""ΘΕΣΠΡΩΤΙΑΣ"": 1, ""ΦΛΩΡΙΝΑΣ"": 1, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""Α' ΑΘΗΝΑΣ"": 1}",38.12,"{""2024"": 53.21, ""2025"": 53.36, ""2026"": 38.12}",-15.24,2.57,"{""2024"": 2.2, ""2025"": 1.33, ""2026"": 2.57}",1.24,1.46,"{""2026"": 1.46}",,57.14,"{""2024"": 0.0, ""2025"": 0.0, ""2026"": 57.14}",57.14,3,"{""2024"": 5, ""2025"": 3, ""2026"": 3}",0.0
ΠΕ11,Πρωτοβάθμια Ειδικής,3,"{""2022"": 0, ""2023"": 4, ""2024"": 1, ""2025"": 2, ""2026"": 3}",1.0,51.6,"{""2023"": 79.8, ""2024"": 134.54, ""2025"": 78.06, ""2026"": 51.6}",-26.46,88.86,"{""2023"": 94.69, ""2024"": 134.54, ""2025"": 98.46, ""2026"": 88.86}",-9.6,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""ΤΡΙΚΑΛΩΝ"": 1, ""Α' ΚΑΒΑΛΑΣ"": 1}","{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 126.12, ""Α' ΚΑΒΑΛΑΣ"": 51.6}",74.52,"{""2023"": 34.14, ""2025"": 40.8, ""2026"": 74.52}",33.72,33.33,"{""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 33.33}",33.33,3.85,"{""2022"": 0.0, ""2023"": 5.13, ""2024"": 1.28, ""2025"": 2.56, ""2026"": 3.85}",1.29,22,"{""2024"": 24, ""2025"": 24, ""2026"": 22}",-2.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 5, ""ΛΑΡΙΣΑΣ"": 3, ""Α' ΜΑΓΝΗΣΙΑΣ"": 2, ""ΙΩΑΝΝΙΝΩΝ"": 2, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2}",79.39,"{""2024"": 85.53, ""2025"": 77.28, ""2026"": 79.39}",2.11,2.56,"{""2024"": 2.54, ""2025"": 2.26, ""2026"": 2.56}",0.3,9.47,"{""2024"": 49.01, ""2025"": 21.18, ""2026"": 9.47}",-11.71,13.64,"{""2024"": 4.17, ""2025"": 8.33, ""2026"": 13.64}",5.31,19,"{""2024"": 23, ""2025"": 22, ""2026"": 19}",-3.0
ΠΕ60,Πρωτοβάθμια Ειδικής,143,"{""2022"": 86, ""2023"": 50, ""2024"": 41, ""2025"": 166, ""2026"": 143}",-23.0,30.14,"{""2022"": 21.25, ""2023"": 26.29, ""2024"": 19.73, ""2025"": 27.27, ""2026"": 30.14}",2.87,79.67,"{""2022"": 67.6, ""2023"": 66.64, ""2024"": 62.16, ""2025"": 71.78, ""2026"": 79.67}",7.89,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 24, ""Β' ΑΘΗΝΑΣ"": 15, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 9, ""ΛΑΡΙΣΑΣ"": 8, ""Α' ΔΩΔΕΚΑΝΗΣΟΥ"": 7}","{""ΚΟΡΙΝΘΙΑΣ"": 162.56, ""ΦΘΙΩΤΙΔΑΣ"": 158.99, ""ΙΩΑΝΝΙΝΩΝ"": 157.27, ""ΛΑΚΩΝΙΑΣ"": 151.47, ""ΦΛΩΡΙΝΑΣ"": 151.29}",132.42,"{""2022"": 78.97, ""2023"": 105.95, ""2024"": 103.51, ""2025"": 133.8, ""2026"": 132.42}",-1.38,2.8,"{""2022"": 3.49, ""2023"": 12.0, ""2024"": 0.0, ""2025"": 1.81, ""2026"": 2.8}",0.99,52.56,"{""2022"": 50.0, ""2023"": 25.64, ""2024"": 32.05, ""2025"": 52.56, ""2026"": 52.56}",0.0,213,"{""2024"": 171, ""2025"": 195, ""2026"": 213}",18.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 27, ""ΛΑΡΙΣΑΣ"": 18, ""ΙΩΑΝΝΙΝΩΝ"": 18, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 10, ""ΠΙΕΡΙΑΣ"": 8}",73.04,"{""2024"": 57.55, ""2025"": 65.37, ""2026"": 73.04}",7.67,1.81,"{""2024"": 2.5, ""2025"": 2.38, ""2026"": 1.81}",-0.57,6.63,"{""2024"": 4.61, ""2025"": 6.41, ""2026"": 6.63}",0.22,67.14,"{""2024"": 23.98, ""2025"": 85.13, ""2026"": 67.14}",-17.99,70,"{""2024"": 130, ""2025"": 29, ""2026"": 70}",41.0
ΠΕ61,Πρωτοβάθμια Ειδικής,143,"{""2022"": 86, ""2023"": 50, ""2024"": 41, ""2025"": 166, ""2026"": 143}",-23.0,30.14,"{""2022"": 21.25, ""2023"": 26.29, ""2024"": 19.73, ""2025"": 27.27, ""2026"": 30.14}",2.87,79.67,"{""2022"": 67.6, ""2023"": 66.64, ""2024"": 62.16, ""2025"": 71.78, ""2026"": 79.67}",7.89,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 24, ""Β' ΑΘΗΝΑΣ"": 15, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 9, ""ΛΑΡΙΣΑΣ"": 8, ""Α' ΜΑΓΝΗΣΙΑΣ"": 7}","{""ΚΟΡΙΝΘΙΑΣ"": 162.56, ""ΦΘΙΩΤΙΔΑΣ"": 158.99, ""ΙΩΑΝΝΙΝΩΝ"": 157.27, ""ΛΑΚΩΝΙΑΣ"": 151.47, ""ΦΛΩΡΙΝΑΣ"": 151.29}",132.42,"{""2022"": 78.97, ""2023"": 105.95, ""2024"": 103.51, ""2025"": 133.8, ""2026"": 132.42}",-1.38,2.8,"{""2022"": 3.49, ""2023"": 12.0, ""2024"": 0.0, ""2025"": 1.81, ""2026"": 2.8}",0.99,52.56,"{""2022"": 50.0, ""2023"": 25.64, ""2024"": 32.05, ""2025"": 52.56, ""2026"": 52.56}",0.0,213,"{""2024"": 171, ""2025"": 195, ""2026"": 213}",18.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 27, ""ΛΑΡΙΣΑΣ"": 18, ""ΙΩΑΝΝΙΝΩΝ"": 18, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 10, ""ΠΙΕΡΙΑΣ"": 8}",73.04,"{""2024"": 57.55, ""2025"": 65.37, ""2026"": 73.04}",7.67,1.81,"{""2024"": 2.5, ""2025"": 2.38, ""2026"": 1.81}",-0.57,6.63,"{""2024"": 4.61, ""2025"": 6.41, ""2026"": 6.63}",0.22,67.14,"{""2024"": 23.98, ""2025"": 85.13, ""2026"": 67.14}",-17.99,70,"{""2024"": 130, ""2025"": 29, ""2026"": 70}",41.0
ΠΕ70,Πρωτοβάθμια Ειδικής,210,"{""2022"": 375, ""2023"": 178, ""2024"": 159, ""2025"": 484, ""2026"": 210}",-274.0,21.86,"{""2022"": 28.89, ""2023"": 30.51, ""2024"": 32.71, ""2025"": 27.61, ""2026"": 21.86}",-5.75,87.98,"{""2022"": 76.52, ""2023"": 77.54, ""2024"": 77.52, ""2025"": 78.26, ""2026"": 87.98}",9.72,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 30, ""Α' ΑΘΗΝΑΣ"": 24, ""Β' ΑΘΗΝΑΣ"": 15, ""ΧΑΛΚΙΔΙΚΗΣ"": 10, ""ΙΩΑΝΝΙΝΩΝ"": 9}","{""Γ' ΚΥΚΛΑΔΩΝ"": 166.71, ""Δ' ΚΥΚΛΑΔΩΝ"": 150.73, ""ΜΕΣΣΗΝΙΑΣ"": 110.03, ""ΑΡΓΟΛΙΔΑΣ"": 106.15, ""Β' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 105.0}",144.85,"{""2022"": 91.33, ""2023"": 123.91, ""2024"": 95.93, ""2025"": 115.18, ""2026"": 144.85}",29.67,6.19,"{""2022"": 5.6, ""2023"": 3.37, ""2024"": 7.55, ""2025"": 2.48, ""2026"": 6.19}",3.71,62.82,"{""2022"": 76.92, ""2023"": 62.82, ""2024"": 66.67, ""2025"": 75.64, ""2026"": 62.82}",-12.82,569,"{""2024"": 669, ""2025"": 676, ""2026"": 569}",-107.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 63, ""ΛΑΡΙΣΑΣ"": 46, ""ΙΩΑΝΝΙΝΩΝ"": 44, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 33, ""Α' ΑΘΗΝΑΣ"": 21}",72.0,"{""2024"": 65.15, ""2025"": 70.54, ""2026"": 72.0}",1.46,2.72,"{""2024"": 4.57, ""2025"": 3.47, ""2026"": 2.72}",-0.75,15.98,"{""2024"": 12.37, ""2025"": 7.72, ""2026"": 15.98}",8.26,36.91,"{""2024"": 23.77, ""2025"": 71.6, ""2026"": 36.91}",-34.69,359,"{""2024"": 510, ""2025"": 192, ""2026"": 359}",167.0
